id,subject,question,delta_correctness,delta_completeness,delta_clarity,delta_conciseness,delta_overall
a8f81,Chemistry,"स्तम्भ 1 में दी गई गैसों का, दी गई परिस्थितियों में, स्तम्भ II में दिये गये गुणों/नियमों से मिलान कीजिये।
स्तम्भ 1
(A) हाइड्रोजन गैस (P = 200 atm, T = 273 K) (P) संपीड्यता गुणांक ≠ 1
(B)-हाइड्रोजन गैस (P = 0, T = 273 K)
(C) CO₂ (P = 1 atm, T = 273 K)
(Q) आकर्षण बल प्रभावी होगें
(R) PV=nRT
(D) अत्यधिक मोलर आयतन वाली वास्तविक गैसें (S) P (V-nb) = nRT",0.0,0.0,0.0,0.0,0.0
a911e,Mathematics,"Limit
n+1   n+2   n+3          3
+   +   +.....+--
n²+1²  n²+2²  n²+3²         5n

The image shows a mathematical expression involving a limit and a series of fractions. The expression is:  $\lim_{n \to \infty} \left[ \frac{n+1}{n^2+1^2} + \frac{n+2}{n^2+2^2} + \frac{n+3}{n^2+3^2} + \dots + \frac{3}{5n} \right]$. The expression calculates the limit of the sum of fractions as n approaches infinity. The fractions have numerators that increase sequentially (n+1, n+2, n+3, ...) and denominators that involve the sum of n-squared and the square of the corresponding term number (1^2, 2^2, 3^2, ...). The last term in the series is $\frac{3}{5n}$.",0.0,0.0,0.0,0.0,0.0
a98ae,Physics,"Two billiard balls are rolling on a flat table, one has the velocity component Vx = 1 ms-1, Vy = √3 ms-1",0.0,0.0,0.0,0.0,0.0
f547f,Mathematics,limx→0+ ln(-cos3x+cosx) / ln sin x का मान होगा :,0.0,0.0,0.0,0.0,0.0
632de,Mathematics,3f(x) - 2f(\frac{1}{x}) = x + 1 \forall x \in R - \{0\},0.0,0.0,0.0,0.0,-0.0999999999999996
a4298,Physics,If $0.5\hat{i} + 0.8\hat{j} + C\hat{k}$ is a unit vector. Find the value of C.,0.0,0.0,0.0,-1.0,-0.1
a2e13,Physics,"If the wavelength for an electron emitted from H-atom is 3.3 x 10^-10 m, then energy absorbed by the electron in its ground state compared to minimum energy required for its escape from the atom, is _______ times. (Nearest integer) [Given: h = 6.626 x 10^-34 J s] Mass of electron = 9.1 x 10^-31 kg [28 July Evening; 2022]",0.0,0.0,0.0,-1.0,-0.1
a3f64,Mathematics,"Find the curve such that the area of the rectangle constructed on the abscissa of any point and the initial ordinate of the tangent at any point is less than the abscissa of the point of tangency by two units.
Find the equation of a curve passing through the point (0, 1). If the slope of the tangent to the curve at any point (x, y) is equal to the sum of the x coordinate (abscissa) and the product of the x coordinate and y coordinate.",0.0,0.0,0.0,-1.0,-0.1
a2f4a,Mathematics,"If the sum \( S={ }^{20} C_{2}+2 \cdot{ }^{20} C_{3}+3 \cdot{ }^{20} C_{4}+ \ldots \ldots \ldots+19 \cdot{ }^{20} C_{20} \) can be expressed as \( 1+p \cdot 2^{q} \), then find the minimum value of \( (p+q) \) where \( p, q \in N \).",0.0,0.0,0.0,-1.0,-0.1
a1220,Chemistry,"The electron is the nth orbit of Li2+ is excited to (n + 1) orbit using the radiation of energy 1.47×10-17 J (as shown in the diagram). The value of n is _______. Given: RH = 2.18×10-18 J

The diagram shows an electron transition in Li2+ from the nth orbit to the (n+1)th orbit. The energy difference between the two orbits is indicated by a vertical arrow pointing upwards and labeled as 1.47 x 10^-17 J. A squiggly arrow also points upwards from n to n+1. The value of Rydberg constant is given as 2.18 x 10^-18 J.",0.0,0.0,0.0,-1.0,-0.1
a1abb,Mathematics,[$\frac{1}{n^2}sec^2\frac{1}{n^2} + \frac{2}{n^2}sec^2\frac{4}{n^2}+.....+\frac{1}{n}sec^2 1$] equals :,0.0,0.0,0.0,-1.0,-0.1
99452,Physics,"A force of 30N is inclined at an angle θ to the horizontal. If its vertical component is 18N, find the horizontal component & the value of θ.",0.0,0.0,0.0,-1.0,-0.1
99553,Physics,"A small cube of mass m slides down a circular path of radius R cut into a large block of mass M. M rests on a table and both blocks move without friction. The blocks initially are at rest and m starts from the top of the path. Find the velocity v of the cube as it leaves the block.

A small cube of mass m is sliding down a circular path of radius R, which is cut into a large block of mass M. The block M rests on a horizontal table. The radius R is labeled with an arrow pointing from the center of the curvature to the path.",0.0,0.0,0.0,-1.0,-0.1
4b1aa,Mathematics,समीकरण cos^{-1} x - sin^{-1} x = cos^{-1} x \sqrt{3} के कुल हल की संख्या होगी:,0.0,0.0,0.0,-1.0,-0.1
63fc0,Physics,"Two identical pith balls, each carrying a charge q, are suspended from a common point by two strings of equal length l. Find the mass of each ball if the angle between the strings is 2θ in equilibrium.

Two identical pith balls, each carrying a charge q, are suspended from a common point by two strings of equal length l. The angle between the strings is 2θ.",0.0,0.0,0.0,0.0,-0.1
f72f7,Physics,"माना किसी नाभिक की त्रिज्या R = 1.3 A1/3 x 10-15 m है, जहाँ A इसकी द्रव्यमान संख्या है। नाभिक का घनत्व और नाभिक के प्रति एकांक आयतन में, न्यूक्लिऑन की संख्या ज्ञात करो। एक न्यूक्लिऑन का द्रव्यमान = 1.67 × 10-27 kg लें ।",0.0,0.0,0.0,-1.0,-0.1
c6d66,Physics,"Figure shows a boy on a horizontal platform A on a smooth horizontal surface, holding a rope attached to a box B. Boy pulls the rope with a constant force of 50 N. The combined mass of platform A and boy is 250 kg and that of box B is 500 kg. The velocity of A relative to the box B 5 s after the boy on A begins to pull the rope, will be:

The diagram shows a boy standing on a horizontal platform labeled A, pulling a rope that is connected to a box labeled B. Both the platform A and box B are resting on a smooth horizontal surface. The X-axis is horizontal.",0.0,0.0,0.0,-1.0,-0.1
9297e,Mathematics,"यदि A = {1, 2, 3, 4} तथा समुच्चय A × A में एक संबंध R इस प्रकार परिभाषित है कि R = {((a, b), (c, d)): 2a + 3b = 4c + 5d} हो, तो R में अवयवों की संख्या होगी",0.0,0.0,0.0,-1.0,-0.2000000000000001
ac77d,Mathematics,"How many are odd ?
How many two digit numbers are there in which the tens digit and the units digit are different and odd?
Every telephone number consists of 7 digits. How many telephone numbers are there which do not include any other digits but 2,3,5 & 7?",0.0,0.0,0.0,-1.0,-0.2000000000000001
ab7dd,Mathematics,$\lim_{x\to0} \frac{(4^x - 1)^3}{\sin(\frac{x}{p}) \ln(1 + \frac{x^2}{3})} = $,0.0,0.0,0.0,-1.0,-0.2000000000000001
a0f15,Mathematics,Prove that \( \sec x + \tan x = \tan \left( \frac{\pi + x}{2} \right) \),0.0,0.0,0.0,-1.0,-0.2000000000000001
faa56,Physics,"एक समान आवेशित समाक्षीय वलयो के लिए दोनों वलय के केन्द्र के मध्य विभावन्तर ज्ञात कीजिए

The diagram shows two coaxial rings with different charges and radii. The ring on the left has a charge of Q and a radius of R, with its center labeled as point A. The ring on the right has a charge of 2Q and a radius of 2R, with its center labeled as point B. The distance between the centers of the two rings, A and B, is 2R, as indicated by a dashed line.",0.0,0.0,0.0,-1.0,-0.2000000000000001
fa5f2,Mathematics,"For any parabola focus is (2, 1) and directrix is 2x - 3y + 1 = 0, then equation of the latus rectum is:",0.0,0.0,0.0,-1.0,-0.2000000000000001
015c4,Physics,"A river has width 0.5 km and flows from West to East with a speed 30 km/hr. If a boatman starts sailing boat at a speed 40 km/hr normal to bank, the boat shall cross the river in time -

The problem describes a river with a width of 0.5 km flowing from West to East at a speed of 30 km/hr. A boatman starts sailing a boat at a speed of 40 km/hr normal to the bank.",0.0,0.0,0.0,-1.0,-0.2000000000000001
ae483,Chemistry,"How many moles of water are in vapour phase present inside a 1 L vessel containing water after sufficient time? (Vapour pressure of water at 27°C = 3000 Pa, R = 25/3 J/mol-K)",0.0,0.0,0.0,-1.0,-0.2000000000000001
7b6e0,Physics,Under what conditions will the particle C execute simple harmonic motion if it is released after such a small displacement ? Find the time period of the oscillations if these conditions are satisfied.,0.0,0.0,0.0,-1.0,-0.2000000000000001
7b6f7,Physics,"Figure (8-E7) shows a spring fixed at the bottom end of an incline of inclination 37°. A small block of mass 2 kg starts slipping down the incline from a point 4.8 m away from the spring. The block compresses the spring by 20 cm, stops momentarily and then rebounds through a distance of 1 m up the incline. Find (a) the friction coefficient between the plane and the block and (b) the spring constant of the spring. Take g = 10 m/s².

The diagram shows a block on an inclined plane with a spring at the bottom. The inclined plane has an angle of 37 degrees with the horizontal. The spring is attached to a vertical wall at the bottom of the incline. The block is placed on the inclined plane above the spring.",0.0,0.0,0.0,-1.0,-0.2000000000000001
879a8,Physics,"जब एक द्रव को ताम्र पत्र में भरकर गर्म किया जाता है, तब इसका आभासी प्रसार गुणाक C है एवं जब इसे रजत-पत्र में गर्म किया जाता है तब इसका आभासी प्रसार गुणांक S है। यदि ताम्र का रेखीय प्रसार गुणांक A हो तब रजत का रेखीय प्रसार गुणांक है-",0.0,0.0,0.0,-1.0,-0.2000000000000001
8a327,Mathematics,"परवलय 25 [(x - 2)^2 + (y - 3)^2] = (3x - 4y + 7)^2 के नाभिलम्ब (latus rectum) की लम्बाई होगी :

The image contains a mathematical expression representing a parabola. The equation is given as 25[(x-2)^2 + (y-3)^2] = (3x - 4y + 7)^2. The question asks to find the length of the latus rectum of the parabola.",0.0,0.0,0.0,-1.0,-0.2000000000000001
8a4d7,Mathematics,"If $\lim_{n \to \infty} (\sqrt{2n^2+n} - \lambda \sqrt{2n^2-n}) = \frac{1}{\sqrt{2}}$ (where $\lambda$ is a real number), then :",0.0,0.0,0.0,-1.0,-0.2000000000000001
94b0e,Mathematics,tan(A/2)tan(B/2) + tan(B/2)tan(C/2) + tan(C/2)tan(A/2) = 1,0.0,0.0,0.0,-1.0,-0.2000000000000001
aa85c,Mathematics,3 different railway passes are allotted to 5 students. The number of ways this can be done is :,0.0,0.0,0.0,-1.0,-0.2000000000000001
930ca,Mathematics,sin⁸A - cos⁸A = (sin²A - cos²A)(1 - 2sin²Acos²A),0.0,0.0,0.0,-1.0,-0.2000000000000001
933b8,Mathematics,The value of $$\(\frac{(1+\tan 15^o)(1+\tan 57^o)(1-\tan 12^o)}{(1+\tan 37^o)(1+\tan 8^o)}\)$$ is,0.0,0.0,0.0,-1.0,-0.2000000000000001
3752a,Physics,Suppose a container is evacuated to leave just one molecule of a gas in it. Let $v_a$ and $v_{rms}$ represent the average speed and the rms speed of the gas.,0.0,0.0,0.0,-1.0,-0.2000000000000001
37667,Chemistry,"Product is

The image shows a chemical reaction starting with a five-membered ring containing an oxygen atom and a -CHO group attached to one of the carbon atoms. This compound reacts with Ac2O and AcONa under heat (indicated by a delta symbol). The reaction then proceeds with H2O under heat, yielding a product. The question asks to identify the product from the given options.",0.0,0.0,0.0,-1.0,-0.2000000000000001
4c440,Chemistry,"Phosphorus pentachloride dissociates as follows, is a closed reaction vessel, PCl5(g) ⇌ PCl3(g) + Cl2(g). If total pressure at equilibrium of the reaction mixture is P and degree of dissociation of PCl5, the partial pressure of PCl3 will be

The image shows a chemical equilibrium problem involving the dissociation of phosphorus pentachloride (PCl5) into phosphorus trichloride (PCl3) and chlorine gas (Cl2) in a closed reaction vessel. The reaction is represented by the equation PCl5(g) ⇌ PCl3(g) + Cl2(g). The total pressure at equilibrium is given as P, and the degree of dissociation of PCl5 is denoted by x. The problem asks to determine the partial pressure of PCl3 at equilibrium.",0.0,0.0,0.0,-1.0,-0.2000000000000001
ce5c2,Mathematics,"If \( P_n = \prod_{k=1}^{n} \left(1 + \frac{2}{k^2 + 3k}\right) \) then \( \lim_{n \to \infty} P_n \) is equal to:

The image presents a mathematical problem involving a product notation and a limit. The expression \( P_n = \prod_{k=1}^{n} \left(1 + \frac{2}{k^2 + 3k}\right) \) is given, and the problem asks to find the value of \( \lim_{n \to \infty} P_n \).",0.0,0.0,0.0,-1.0,-0.2000000000000001
